Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:61078000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
61078000;2;14/01/1993;01/01/1900 07:00;352;"174,0";"48,2";"84,02";"49,3";"0,574";;;
61078000;1;14/01/1993;01/01/1900 07:00;352;"174,0";"48,2";"84,02";"49,3";"0,574";"0,0";;
61078000;2;05/01/1993;01/01/1900 07:00;350;"227,0";"76,2";"112,0";"51,0";"0,682";;;
61078000;1;05/01/1993;01/01/1900 07:00;350;"227,0";"76,2";"112,0";"51,0";"0,682";"0,0";;
61078000;2;04/12/1992;01/01/1900 07:00;348;"148,0";"36,4";"74,43";"48,5";"0,489";"1,53";;
61078000;1;04/12/1992;01/01/1900 07:00;348;"148,0";"36,4";"74,4";"48,5";"0,489";"1,5";;
61078000;2;13/11/1992;01/01/1900 07:00;346;"147,0";"36,7";"71,9";"49,0";"0,51";;;
61078000;1;13/11/1992;01/01/1900 07:00;346;"147,0";"36,7";"71,92";"49,0";"0,51";"0,0";;
61078000;2;14/08/1992;01/01/1900 07:00;345;"106,0";"21,6";"50,3";"45,0";"0,428";"1,1";;
61078000;1;14/08/1992;01/01/1900 07:00;345;"106,0";"21,6";"50,3";"45,0";"0,428";"1,1";;
61078000;2;19/08/1989;01/01/1900 07:00;344;"102,0";"18,2";"47,45";"47,0";"0,383";"1,01";;
61078000;1;19/08/1989;01/01/1900 07:00;344;"102,0";"18,2";"47,45";"47,0";"0,383";"1,01";;
61078000;2;15/06/1989;01/01/1900 07:00;343;"124,0";"22,9";"55,04";"48,0";"0,416";"1,15";;
61078000;1;15/06/1989;01/01/1900 07:00;343;"124,0";"22,9";"55,04";"48,0";"0,416";"1,15";;
61078000;2;13/04/1989;01/01/1900 07:00;342;"174,0";"45,6";"78,21";"49,0";"0,583";"1,6";;
61078000;1;13/04/1989;01/01/1900 07:00;342;"174,0";"45,6";"78,21";"49,0";"0,583";"1,6";;
61078000;2;16/02/1989;01/01/1900 07:00;341;"283,0";"109,0";"127,8";"53,0";"0,854";"2,41";;
61078000;1;16/02/1989;01/01/1900 07:00;341;"283,0";"109,0";"127,8";"53,0";"0,854";"2,41";;
61078000;2;09/12/1988;01/01/1900 07:00;340;"102,0";"19,0";"45,0";"46,0";"0,422";"0,97";;
61078000;1;09/12/1988;01/01/1900 07:00;340;"102,0";"19,0";"45,0";"46,0";"0,422";"0,97";;
61078000;2;28/09/1988;01/01/1900 07:00;339;"89,0";"12,2";"42,5";"49,0";"0,287";"0,87";;
61078000;1;28/09/1988;01/01/1900 07:00;339;"89,0";"12,2";"42,5";"49,0";"0,287";"0,87";;
61078000;2;13/07/1988;01/01/1900 07:00;338;"113,0";"21,5";"51,98";"46,7";"0,414";"1,11";;
61078000;1;13/07/1988;01/01/1900 07:00;338;"113,0";"21,5";"51,98";"46,7";"0,414";"1,11";;
61078000;2;10/03/1988;01/01/1900 07:00;337;"183,0";"51,0";"80,95";"49,1";"0,63";"1,65";;
61078000;1;10/03/1988;01/01/1900 07:00;337;"183,0";"51,0";"80,95";"49,1";"0,63";"1,65";;
61078000;2;15/01/1988;01/01/1900 07:00;336;"243,0";"85,9";"107,5";"50,8";"0,799";"2,12";;
61078000;1;15/01/1988;01/01/1900 07:00;336;"243,0";"85,9";"107,5";"50,8";"0,799";"2,12";;
61078000;2;23/10/1987;01/01/1900 07:00;335;"100,0";"17,1";"38,99";"47,1";"0,44";"0,83";;
61078000;1;23/10/1987;01/01/1900 07:00;335;"100,0";"17,1";"38,99";"47,1";"0,44";"0,83";;
61078000;2;13/08/1987;01/01/1900 07:00;334;"111,0";"19,2";"47,09";"48,0";"0,408";"0,98";;
61078000;1;13/08/1987;01/01/1900 07:00;334;"111,0";"19,2";"47,09";"48,0";"0,408";"0,98";;
61078000;2;12/06/1987;01/01/1900 07:00;333;"135,0";"22,5";"53,47";"46,9";"0,421";"1,14";;
61078000;1;12/06/1987;01/01/1900 07:00;333;"135,0";"22,5";"53,47";"46,9";"0,421";"1,14";;
61078000;2;10/04/1987;01/01/1900 07:00;332;"193,0";"55,3";"86,17";"51,0";"0,642";"1,69";;
61078000;1;10/04/1987;01/01/1900 07:00;332;"193,0";"55,3";"86,17";"51,0";"0,642";"1,69";;
61078000;2;20/02/1987;01/01/1900 07:00;331;"230,0";"73,4";"94,38";"50,5";"0,778";"1,87";;
61078000;1;20/02/1987;01/01/1900 07:00;331;"230,0";"73,4";"94,38";"50,5";"0,778";"1,87";;
61078000;2;13/10/1986;01/01/1900 07:00;330;"95,0";"13,2";"39,36";"46,1";"0,336";"0,85";;
61078000;1;13/10/1986;01/01/1900 07:00;330;"95,0";"13,2";"39,36";"46,1";"0,336";"0,85";;
61078000;2;14/08/1986;01/01/1900 07:00;329;"116,0";"20,0";"48,01";"46,5";"0,416";"1,03";;
61078000;1;14/08/1986;01/01/1900 07:00;329;"116,0";"20,0";"48,01";"46,5";"0,416";"1,03";;
61078000;2;05/06/1986;01/01/1900 07:00;328;"139,0";"27,6";"59,54";"47,5";"0,464";"1,25";;
61078000;1;05/06/1986;01/01/1900 07:00;328;"139,0";"27,6";"59,54";"47,5";"0,464";"1,25";;
61078000;2;22/04/1986;01/01/1900 07:00;327;"151,0";"30,9";"59,63";"46,1";"0,518";"1,29";;
61078000;1;22/04/1986;01/01/1900 07:00;327;"151,0";"30,9";"59,63";"46,1";"0,518";"1,29";;
61078000;2;14/02/1986;01/01/1900 07:00;326;"210,0";"62,9";"89,6";"49,3";"0,702";"1,82";;
61078000;1;14/02/1986;01/01/1900 07:00;326;"210,0";"62,9";"89,6";"49,3";"0,702";"1,82";;
61078000;2;10/10/1985;01/01/1900 07:00;325;"102,0";"16,5";"40,46";"47,6";"0,408";"0,85";;
61078000;1;10/10/1985;01/01/1900 07:00;325;"102,0";"16,5";"40,46";"47,6";"0,408";"0,85";;
61078000;2;09/08/1985;01/01/1900 07:00;324;"106,0";"15,4";"43,17";"46,5";"0,357";"0,93";;
61078000;1;09/08/1985;01/01/1900 07:00;324;"106,0";"15,4";"43,17";"46,5";"0,357";"0,93";;
61078000;2;19/06/1985;01/01/1900 07:00;323;"126,0";"22,5";"52,34";"47,6";"0,43";"1,1";;
61078000;1;19/06/1985;01/01/1900 07:00;323;"126,0";"22,5";"52,34";"47,6";"0,43";"1,1";;
61078000;2;13/04/1985;01/01/1900 07:00;322;"168,0";"40,9";"71,65";"48,5";"0,571";"1,48";;
61078000;1;13/04/1985;01/01/1900 07:00;322;"168,0";"40,9";"71,65";"48,5";"0,571";"1,48";;
61078000;2;14/02/1985;01/01/1900 07:00;321;"230,0";"74,6";"87,69";"49,0";"0,851";"1,79";;
61078000;1;14/02/1985;01/01/1900 07:00;321;"230,0";"74,6";"87,69";"49,0";"0,851";"1,79";;
61078000;2;07/12/1984;01/01/1900 07:00;320;"121,0";"23,1";"51,98";"46,9";"0,445";"1,11";;
61078000;1;07/12/1984;01/01/1900 07:00;320;"121,0";"23,1";"51,98";"46,9";"0,445";"1,11";;
61078000;2;03/12/1984;01/01/1900 07:00;319;"178,0";"47,3";"80,81";"48,75";"0,585";"1,66";;
61078000;1;03/12/1984;01/01/1900 07:00;319;"178,0";"47,3";"80,81";"48,75";"0,585";"1,66";;
61078000;2;22/11/1984;01/01/1900 07:00;318;"163,0";"40,3";"72,08";"47,3";"0,558";"1,52";;
61078000;1;22/11/1984;01/01/1900 07:00;318;"163,0";"40,3";"72,08";"47,3";"0,558";"1,52";;
61078000;2;21/11/1984;01/01/1900 07:00;317;"210,0";"66,5";"96,03";"48,7";"0,692";"1,97";;
61078000;1;21/11/1984;01/01/1900 07:00;317;"210,0";"66,5";"96,03";"48,7";"0,692";"1,97";;
61078000;2;15/11/1984;01/01/1900 07:00;316;"111,0";"20,6";"49,07";"47,1";"0,42";"1,04";;
61078000;1;15/11/1984;01/01/1900 07:00;316;"111,0";"20,6";"49,07";"47,1";"0,42";"1,04";;
61078000;2;17/10/1984;01/01/1900 07:00;315;"106,0";"16,9";"41,54";"46,5";"0,407";"0,89";;
61078000;1;17/10/1984;01/01/1900 07:00;315;"106,0";"16,9";"41,54";"46,5";"0,407";"0,89";;
61078000;2;10/08/1984;01/01/1900 07:00;314;"100,0";"16,6";"40,4";"46,1";"0,411";"0,88";;
61078000;1;10/08/1984;01/01/1900 07:00;314;"100,0";"16,6";"40,4";"46,1";"0,411";"0,88";;
61078000;2;19/06/1984;01/01/1900 07:00;313;"115,0";"20,1";"47,01";"47,0";"0,427";"1,0";;
61078000;1;19/06/1984;01/01/1900 07:00;313;"115,0";"20,1";"47,01";"47,0";"0,427";"1,0";;
61078000;2;05/04/1984;01/01/1900 07:00;312;"160,0";"32,5";"68,99";"47,1";"0,471";"1,46";;
61078000;1;05/04/1984;01/01/1900 07:00;312;"160,0";"32,5";"68,99";"47,1";"0,471";"1,46";;
61078000;2;09/02/1984;01/01/1900 07:00;311;"177,0";"47,5";"77,48";"48,8";"0,612";"1,6";;
61078000;1;09/02/1984;01/01/1900 07:00;311;"177,0";"47,5";"77,48";"48,8";"0,612";"1,6";;
61078000;2;06/07/1983;01/01/1900 07:00;310;"179,0";"45,3";"74,07";"49,01";"0,612";"1,51";;
61078000;1;06/07/1983;01/01/1900 07:00;310;"179,0";"45,3";"74,07";"49,01";"0,612";"1,51";;
61078000;2;06/05/1983;01/01/1900 07:00;309;"188,0";"50,6";"84,72";"49,5";"0,598";"1,71";;
61078000;1;06/05/1983;01/01/1900 07:00;309;"188,0";"50,6";"84,72";"49,5";"0,598";"1,71";;
61078000;2;11/03/1983;01/01/1900 07:00;308;"287,0";"107,0";"125,7";"52,0";"0,852";"2,42";;
61078000;1;11/03/1983;01/01/1900 07:00;308;"287,0";"107,0";"125,7";"52,0";"0,852";"2,42";;
61078000;2;21/01/1983;01/01/1900 07:00;307;"391,0";"178,0";"187,6";"61,0";"0,95";"3,07";;
61078000;1;21/01/1983;01/01/1900 07:00;307;"391,0";"178,0";"187,6";"61,0";"0,95";"3,07";;
61078000;2;18/01/1983;01/01/1900 07:00;306;"328,0";"132,0";"149,9";"58,5";"0,88";"2,56";;
61078000;1;18/01/1983;01/01/1900 07:00;306;"328,0";"132,0";"149,9";"58,5";"0,88";"2,56";;
61078000;2;15/01/1983;01/01/1900 07:00;305;"354,0";"148,0";"167,8";"59,0";"0,882";"2,84";;
61078000;1;15/01/1983;01/01/1900 07:00;305;"354,0";"148,0";"167,8";"59,0";"0,882";"2,84";;
61078000;2;05/11/1982;01/01/1900 07:00;304;"123,0";"22,6";"48,27";"47,0";"0,469";"1,03";;
61078000;1;05/11/1982;01/01/1900 07:00;304;"123,0";"22,6";"48,27";"47,0";"0,469";"1,03";;
61078000;2;08/09/1982;01/01/1900 07:00;303;"106,0";"17,7";"39,72";"47,0";"0,445";"0,85";;
61078000;1;08/09/1982;01/01/1900 07:00;303;"106,0";"17,7";"39,72";"47,0";"0,445";"0,85";;
61078000;2;10/07/1982;01/01/1900 07:00;302;"131,0";"27,6";"58,12";"48,0";"0,474";"1,21";;
61078000;1;10/07/1982;01/01/1900 07:00;302;"131,0";"27,6";"58,12";"48,0";"0,474";"1,21";;
61078000;2;07/05/1982;01/01/1900 07:00;301;"165,0";"35,3";"64,03";"46,5";"0,551";"1,38";;
61078000;1;07/05/1982;01/01/1900 07:00;301;"165,0";"35,3";"64,03";"46,5";"0,551";"1,38";;
61078000;2;06/03/1982;01/01/1900 07:00;300;"201,0";"54,3";"81,23";"49,5";"0,669";"1,64";;
61078000;1;06/03/1982;01/01/1900 07:00;300;"201,0";"54,3";"81,23";"49,5";"0,669";"1,64";;
61078000;2;14/01/1982;01/01/1900 07:00;299;"260,0";"89,7";"111,1";"51,0";"0,807";"2,18";;
61078000;1;14/01/1982;01/01/1900 07:00;299;"260,0";"89,7";"111,1";"51,0";"0,807";"2,18";;
61078000;2;06/11/1981;01/01/1900 07:00;298;"159,0";"38,3";"64,63";"48,0";"0,592";"1,35";;
61078000;1;06/11/1981;01/01/1900 07:00;298;"159,0";"38,3";"64,63";"48,0";"0,592";"1,35";;
61078000;2;10/09/1981;01/01/1900 07:00;297;"100,0";"15,0";"36,48";"46,5";"0,412";"0,78";;
61078000;1;10/09/1981;01/01/1900 07:00;297;"100,0";"15,0";"36,48";"46,5";"0,412";"0,78";;
61078000;2;08/05/1981;01/01/1900 07:00;296;"144,0";"28,8";"55,47";"47,3";"0,519";"1,17";;
61078000;1;08/05/1981;01/01/1900 07:00;296;"144,0";"28,8";"55,47";"47,3";"0,519";"1,17";;
61078000;2;19/03/1980;01/01/1900 07:00;295;"195,0";"49,0";"72,59";"49,0";"0,674";"1,48";;
61078000;1;19/03/1980;01/01/1900 07:00;295;"195,0";"49,0";"72,59";"49,0";"0,674";"1,48";;
61078000;2;11/01/1980;01/01/1900 07:00;294;"253,0";"79,1";"97,05";"51,0";"0,814";"1,9";;
61078000;1;11/01/1980;01/01/1900 07:00;294;"253,0";"79,1";"97,05";"51,0";"0,814";"1,9";;
61078000;2;08/11/1979;01/01/1900 07:00;293;"116,0";"19,3";"43,63";"46,0";"0,443";"0,94";;
61078000;1;08/11/1979;01/01/1900 07:00;293;"116,0";"19,3";"43,63";"46,0";"0,443";"0,94";;
61078000;2;10/09/1979;01/01/1900 07:00;292;"97,0";"14,2";"35,65";"46,3";"0,398";"0,77";;
61078000;1;10/09/1979;01/01/1900 07:00;292;"97,0";"14,2";"35,65";"46,3";"0,398";"0,77";;
61078000;2;12/07/1979;01/01/1900 07:00;291;"122,0";"22,1";"46,22";"47,0";"0,478";"0,98";;
61078000;1;12/07/1979;01/01/1900 07:00;291;"122,0";"22,1";"46,22";"47,0";"0,478";"0,98";;
61078000;2;10/05/1979;01/01/1900 07:00;290;"136,0";"27,2";"51,38";"47,4";"0,528";"1,08";;
61078000;1;10/05/1979;01/01/1900 07:00;290;"136,0";"27,2";"51,38";"47,4";"0,528";"1,08";;
61078000;2;08/03/1979;01/01/1900 07:00;289;"182,0";"46,1";"66,17";"48,5";"0,697";"1,36";;
61078000;1;08/03/1979;01/01/1900 07:00;289;"182,0";"46,1";"66,17";"48,5";"0,697";"1,36";;
61078000;2;11/01/1979;01/01/1900 07:00;288;"129,0";"24,5";"49,74";"47,0";"0,492";"1,05";;
61078000;1;11/01/1979;01/01/1900 07:00;288;"129,0";"24,5";"49,74";"47,0";"0,492";"1,05";;
61078000;2;09/11/1978;01/01/1900 07:00;287;"116,0";"19,9";"38,49";"46,5";"0,517";"0,82";;
61078000;1;09/11/1978;01/01/1900 07:00;287;"116,0";"19,9";"38,49";"46,5";"0,517";"0,82";;
61078000;2;16/09/1978;01/01/1900 07:00;286;"90,0";"13,0";"30,41";"46,7";"0,428";"0,65";;
61078000;1;16/09/1978;01/01/1900 07:00;286;"90,0";"13,0";"30,41";"46,7";"0,428";"0,65";;
61078000;2;12/07/1978;01/01/1900 07:00;285;"103,0";"16,1";"35,32";"47,0";"0,456";"0,75";;
61078000;1;12/07/1978;01/01/1900 07:00;285;"103,0";"16,1";"35,32";"47,0";"0,456";"0,75";;
61078000;2;10/05/1978;01/01/1900 07:00;284;"114,0";"18,3";"40,6";"47,5";"0,451";"0,85";;
61078000;1;10/05/1978;01/01/1900 07:00;284;"114,0";"18,3";"40,6";"47,5";"0,451";"0,85";;
61078000;2;08/03/1978;01/01/1900 07:00;283;"248,0";"76,1";"98,44";"51,0";"0,773";"1,93";;
61078000;1;08/03/1978;01/01/1900 07:00;283;"248,0";"76,1";"98,44";"51,0";"0,773";"1,93";;
61078000;2;09/01/1978;01/01/1900 07:00;282;"323,0";"113,0";"142,6";"54,0";"0,789";"2,64";;
61078000;1;09/01/1978;01/01/1900 07:00;282;"323,0";"113,0";"142,6";"54,0";"0,789";"2,64";;
61078000;2;10/12/1977;01/01/1900 07:00;281;"179,0";"39,4";"70,58";"48,5";"0,558";"1,45";;
61078000;1;10/12/1977;01/01/1900 07:00;281;"179,0";"39,4";"70,58";"48,5";"0,558";"1,45";;
61078000;2;07/10/1977;01/01/1900 07:00;280;"104,0";"17,5";"41,14";"48,0";"0,425";"0,85";;
61078000;1;07/10/1977;01/01/1900 07:00;280;"104,0";"17,5";"41,14";"48,0";"0,425";"0,85";;
61078000;2;12/08/1977;01/01/1900 07:00;279;"93,0";"13,6";"33,46";"46,8";"0,406";"0,71";;
61078000;1;12/08/1977;01/01/1900 07:00;279;"93,0";"13,6";"33,46";"46,8";"0,406";"0,71";;
61078000;2;14/06/1977;01/01/1900 07:00;278;"116,0";"18,6";"43,12";"46,7";"0,431";"0,92";;
61078000;1;14/06/1977;01/01/1900 07:00;278;"116,0";"18,6";"43,12";"46,7";"0,431";"0,92";;
61078000;2;14/04/1977;01/01/1900 07:00;277;"147,0";"29,7";"53,64";"48,0";"0,554";"1,11";;
61078000;1;14/04/1977;01/01/1900 07:00;277;"147,0";"29,7";"53,64";"48,0";"0,554";"1,11";;
61078000;2;10/02/1977;01/01/1900 07:00;276;"188,0";"44,2";"58,72";"48,8";"0,752";"1,2";;
61078000;1;10/02/1977;01/01/1900 07:00;276;"188,0";"44,2";"58,72";"48,8";"0,752";"1,2";;
61078000;2;09/12/1976;01/01/1900 07:00;275;"247,0";"71,5";"89,36";"50,6";"0,8";"1,76";;
61078000;1;09/12/1976;01/01/1900 07:00;275;"247,0";"71,5";"89,36";"50,6";"0,8";"1,76";;
61078000;2;06/10/1976;01/01/1900 07:00;274;"119,0";"20,0";"43,56";"46,2";"0,459";"0,94";;
61078000;1;06/10/1976;01/01/1900 07:00;274;"119,0";"20,0";"43,56";"46,2";"0,459";"0,94";;
61078000;2;12/08/1976;01/01/1900 07:00;273;"104,0";"16,4";"36,68";"45,8";"0,447";"0,8";;
61078000;1;12/08/1976;01/01/1900 07:00;273;"104,0";"16,4";"36,68";"45,8";"0,447";"0,8";;
61078000;2;09/06/1976;01/01/1900 07:00;272;"148,0";"30,0";"55,8";"47,2";"0,537";"1,18";;
61078000;1;09/06/1976;01/01/1900 07:00;272;"148,0";"30,0";"55,8";"47,2";"0,537";"1,18";;
61078000;2;08/04/1976;01/01/1900 07:00;271;"141,0";"27,1";"50,4";"47,5";"0,537";"1,06";;
61078000;1;08/04/1976;01/01/1900 07:00;271;"141,0";"27,1";"50,4";"47,5";"0,537";"1,06";;
61078000;2;15/03/1976;01/01/1900 07:00;270;"290,0";"96,3";"117,2";"52,5";"0,821";"2,23";;
61078000;1;15/03/1976;01/01/1900 07:00;270;"290,0";"96,3";"117,2";"52,5";"0,821";"2,23";;
61078000;2;12/02/1976;01/01/1900 07:00;269;"153,0";"31,3";"57,99";"47,5";"0,539";"1,22";;
61078000;1;12/02/1976;01/01/1900 07:00;269;"153,0";"31,3";"57,99";"47,5";"0,539";"1,22";;
61078000;2;08/01/1976;01/01/1900 07:00;268;"175,0";"40,9";"67,18";"48,5";"0,608";"1,38";;
61078000;1;08/01/1976;01/01/1900 07:00;268;"175,0";"40,9";"67,18";"48,5";"0,608";"1,38";;
61078000;2;11/12/1975;01/01/1900 07:00;267;"134,0";"23,7";"39,7";"47,0";"0,597";"0,84";;
61078000;1;11/12/1975;01/01/1900 07:00;267;"134,0";"23,7";"39,7";"47,0";"0,597";"0,84";;
61078000;2;11/11/1975;01/01/1900 07:00;266;"177,0";"41,9";"73,61";"49,2";"0,568";"1,49";;
61078000;1;11/11/1975;01/01/1900 07:00;266;"177,0";"41,9";"73,61";"49,2";"0,568";"1,49";;
61078000;2;15/08/1975;01/01/1900 07:00;265;"86,0";"11,6";"27,46";"46,5";"0,422";"0,59";;
61078000;1;15/08/1975;01/01/1900 07:00;265;"86,0";"11,6";"27,46";"46,5";"0,422";"0,59";;
61078000;2;06/06/1975;01/01/1900 07:00;264;"103,0";"15,9";"35,57";"47,3";"0,446";"0,75";;
61078000;1;06/06/1975;01/01/1900 07:00;264;"103,0";"15,9";"35,57";"47,3";"0,446";"0,75";;
61078000;2;09/05/1975;01/01/1900 07:00;263;"126,0";"22,1";"46,39";"48,2";"0,476";"0,96";;
61078000;1;09/05/1975;01/01/1900 07:00;263;"126,0";"22,1";"46,39";"48,2";"0,476";"0,96";;
61078000;2;05/03/1975;01/01/1900 07:00;262;"240,0";"71,2";"87,09";"51,0";"0,817";"1,7";;
61078000;1;05/03/1975;01/01/1900 07:00;262;"240,0";"71,2";"87,09";"51,0";"0,817";"1,7";;
61078000;2;25/02/1975;01/01/1900 07:00;261;"279,0";"90,6";"117,0";"52,7";"0,774";"2,22";;
61078000;1;25/02/1975;01/01/1900 07:00;261;"279,0";"90,6";"117,0";"52,7";"0,774";"2,22";;
61078000;2;15/02/1975;01/01/1900 07:00;260;"188,0";"46,3";"70,55";"49,3";"0,656";"1,43";;
61078000;1;15/02/1975;01/01/1900 07:00;260;"188,0";"46,3";"70,55";"49,3";"0,656";"1,43";;
61078000;2;11/01/1975;01/01/1900 07:00;259;"188,0";"52,0";"71,77";"49,5";"0,724";"1,45";;
61078000;1;11/01/1975;01/01/1900 07:00;259;"188,0";"52,0";"71,77";"49,5";"0,724";"1,45";;
61078000;2;20/12/1974;01/01/1900 07:00;258;"190,0";"47,4";"76,17";"49,3";"0,621";"1,54";;
61078000;1;20/12/1974;01/01/1900 07:00;258;"190,0";"47,4";"76,17";"49,3";"0,621";"1,54";;
61078000;2;10/12/1974;01/01/1900 07:00;257;"88,0";"13,4";"29,36";"47,7";"0,456";"0,61";;
61078000;1;10/12/1974;01/01/1900 07:00;257;"88,0";"13,4";"29,36";"47,7";"0,456";"0,61";;
61078000;2;09/10/1974;01/01/1900 07:00;256;"88,0";"12,8";"29,08";"49,0";"0,439";"0,59";;
61078000;1;09/10/1974;01/01/1900 07:00;256;"88,0";"12,8";"29,08";"49,0";"0,439";"0,59";;
61078000;2;12/09/1974;01/01/1900 07:00;255;"12,0";"12,0";"27,75";"47,5";"0,431";"0,58";;
61078000;1;12/09/1974;01/01/1900 07:00;255;"12,0";"12,0";"27,75";"47,5";"0,431";"0,58";;
61078000;2;17/06/1974;01/01/1900 07:00;253;"18,0";"19,6";"41,26";"48,0";"0,474";"0,85";;
61078000;2;17/06/1974;01/01/1900 07:00;254;"18,0";"20,2";"42,24";"48,0";"0,477";"0,88";;
61078000;1;17/06/1974;01/01/1900 07:00;254;"18,0";"20,2";"42,24";"48,0";"0,477";"0,88";;
61078000;1;17/06/1974;01/01/1900 07:00;253;"18,0";"19,6";"41,26";"48,0";"0,474";"0,85";;
61078000;2;17/04/1974;01/01/1900 07:00;252;"97,0";"50,2";"71,6";"49,5";"0,701";"1,44";;
61078000;2;17/04/1974;01/01/1900 07:00;251;"97,0";"50,8";"71,85";"49,5";"0,707";"1,45";;
61078000;1;17/04/1974;01/01/1900 07:00;251;"97,0";"50,8";"71,85";"49,5";"0,707";"1,45";;
61078000;1;17/04/1974;01/01/1900 07:00;252;"97,0";"50,2";"71,6";"49,5";"0,701";"1,44";;
61078000;2;12/03/1974;01/01/1900 07:00;250;"86,0";"46,0";"68,94";"48,8";"0,667";"1,41";;
61078000;2;12/03/1974;01/01/1900 07:00;249;"86,0";"44,7";"69,02";"48,8";"0,647";"1,41";;
61078000;1;12/03/1974;01/01/1900 07:00;250;"86,0";"46,0";"68,94";"48,8";"0,667";"1,41";;
61078000;1;12/03/1974;01/01/1900 07:00;249;"86,0";"44,7";"69,02";"48,8";"0,647";"1,41";;
61078000;2;20/02/1974;01/01/1900 07:00;247;"45,0";"29,9";"51,21";"47,5";"0,583";"1,07";;
61078000;2;20/02/1974;01/01/1900 07:00;248;"45,0";"28,7";"51,0";"47,5";"0,563";"1,07";;
61078000;1;20/02/1974;01/01/1900 07:00;248;"45,0";"28,7";"51,0";"47,5";"0,563";"1,07";;
61078000;1;20/02/1974;01/01/1900 07:00;247;"45,0";"29,9";"51,21";"47,5";"0,583";"1,07";;
61078000;2;29/01/1974;01/01/1900 07:00;246;"121,0";"62,1";"88,82";"49,5";"0,699";"1,79";;
61078000;2;29/01/1974;01/01/1900 07:00;245;"121,0";"62,4";"88,9";"49,5";"0,702";"1,79";;
61078000;1;29/01/1974;01/01/1900 07:00;245;"121,0";"62,4";"88,9";"49,5";"0,702";"1,79";;
61078000;1;29/01/1974;01/01/1900 07:00;246;"121,0";"62,1";"88,82";"49,5";"0,699";"1,79";;
61078000;2;15/08/1973;01/01/1900 07:00;244;"10,0";"14,0";"32,59";"47,0";"0,431";"0,69";;
61078000;2;15/08/1973;01/01/1900 07:00;243;"10,0";"13,6";"32,27";"47,0";"0,422";"0,68";;
61078000;1;15/08/1973;01/01/1900 07:00;244;"10,0";"14,0";"32,59";"47,0";"0,431";"0,69";;
61078000;1;15/08/1973;01/01/1900 07:00;243;"10,0";"13,6";"32,27";"47,0";"0,422";"0,68";;
61078000;2;14/06/1973;01/01/1900 07:00;241;"4,0";"15,8";"36,17";"47,0";"0,437";"0,76";;
61078000;2;14/06/1973;01/01/1900 07:00;242;"4,0";"15,0";"36,47";"47,0";"0,413";"0,77";;
61078000;1;14/06/1973;01/01/1900 07:00;241;"4,0";"15,8";"36,17";"47,0";"0,437";"0,76";;
61078000;1;14/06/1973;01/01/1900 07:00;242;"4,0";"15,0";"36,47";"47,0";"0,413";"0,77";;
61078000;2;23/04/1973;01/01/1900 07:00;240;"34,0";"25,5";"49,88";"47,5";"0,512";"1,05";;
61078000;2;23/04/1973;01/01/1900 07:00;239;"34,0";"25,7";"50,04";"47,5";"0,513";"1,05";;
61078000;1;23/04/1973;01/01/1900 07:00;240;"34,0";"25,5";"49,88";"47,5";"0,512";"1,05";;
61078000;1;23/04/1973;01/01/1900 07:00;239;"34,0";"25,7";"50,04";"47,5";"0,513";"1,05";;
61078000;2;27/03/1973;01/01/1900 07:00;237;"48,0";"30,3";"55,94";"48,0";"0,542";"1,16";;
61078000;2;27/03/1973;01/01/1900 07:00;238;"48,0";"30,3";"56,0";"48,0";"0,541";"1,16";;
61078000;1;27/03/1973;01/01/1900 07:00;237;"48,0";"30,3";"55,94";"48,0";"0,542";"1,16";;
61078000;1;27/03/1973;01/01/1900 07:00;238;"48,0";"30,3";"56,0";"48,0";"0,541";"1,16";;
61078000;2;15/03/1973;01/01/1900 07:00;235;"32,0";"23,5";"47,93";"47,5";"0,49";"1,0";;
61078000;2;15/03/1973;01/01/1900 07:00;236;"31,0";"23,1";"47,63";"47,5";"0,485";"1,0";;
61078000;1;15/03/1973;01/01/1900 07:00;236;"31,0";"23,1";"47,63";"47,5";"0,485";"1,0";;
61078000;1;15/03/1973;01/01/1900 07:00;235;"32,0";"23,5";"47,93";"47,5";"0,49";"1,0";;
61078000;2;23/02/1973;01/01/1900 07:00;234;"52,0";"31,0";"51,95";"48,0";"0,598";"1,08";;
